rank,key,name,affiliation,country,publications,senior_authorships,recent_publications,recency_ratio,trials_led,industry_trials,centrality_raw,focus,top_journals,active_years,region,citation_proxy,c_publications,c_seniority,c_recency,c_trials,c_citations,c_centrality,influence_score,tier,rising_star,whitespace
805,dingli_d,David Dingli,"Division of Hematology, Mayo Clinic Rochester, Rochester, MN.",Unknown,3,0,2,0.667,0,0,0.053633234740057434,"Retrospective Studies, Hematopoietic Stem Cell Transplantation, In Situ Hybridization, Fluorescence, Transplantation, Autologous, Neoplasm Recurrence, Local, Disease Progression","Clinical lymphoma, myeloma & leukemia, Blood cancer journal, American journal of hematology",2023-2026,Unknown,0,64.2,26.0,55.1,44.2,26.0,51.1,46.1,Tier 3,False,False
806,alolayan_a,Abdulmalik Mohammed Alolayan,"Unaizah College of Pharmacy, Qassim University, Buraydah 52571, Saudi Arabia.",Saudi Arabia,2,2,1,0.5,0,0,0.014836795252225518,"Hematopoietic Stem Cell Transplantation, Immunoglobulin Light-chain Amyloidosis, Transplantation, Autologous, Lymphoma, Non-Hodgkin, Stem Cell Transplantation","Cells, Journal of clinical medicine",2023-2024,Middle East / GCC,2,27.3,86.2,25.6,44.2,86.2,5.9,46.0,Tier 3,False,False
807,stockerlgoldstein_k,Keith E Stockerl-Goldstein,"Division of Oncology, Washington University School of Medicine, St. Louis, MO.",Unknown,2,1,2,1.0,0,0,0.028619452475602256,"Pilot Projects, Prospective Studies, Continuity of Patient Care, Patient Transfer, Paraproteinemias","Blood neoplasia, Cancer control : journal of the Moffitt Cancer Center",2024-2025,Unknown,1,27.3,65.9,55.1,44.2,65.9,23.5,46.0,Tier 3,False,False
808,chaulagain_c,Chakra P Chaulagain,"Department of Hematology-Oncology, Myeloma and Amyloidosis Program, Maroone Cancer Center, Cleveland Clinic Florida, Weston, FL, USA.",USA,2,1,1,0.5,0,0,0.0757410314433765,"Anemia, Sickle Cell, Iron Overload","The American journal of case reports, The New England journal of medicine",2021-2026,North America,1,27.3,65.9,25.6,44.2,65.9,67.5,46.0,Tier 3,False,False
809,mahapatra_m,Manoranjan Mahapatra,"Department of Hematology, All India Institute of Medical Sciences, New Delhi, India.",India,2,2,1,0.5,0,0,0.014836795252225518,"Plasma Cells, Plasmacytoma, Primary Myelofibrosis, In Situ Hybridization, Fluorescence, Retrospective Studies, Cross-Sectional Studies","Journal of clinical and experimental hematopathology : JCEH, Journal of hematopathology",2023-2025,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,5.9,46.0,Tier 3,False,False
810,basak_g,G W Basak,"Medical University of Warsaw, Department of Hematology, Transplantation and Internal Medicine, Warsaw, Poland.",Poland,2,1,1,0.5,0,0,0.07596115841445554,"Accreditation, Bone Marrow, Hematology, Immunotherapy, Adoptive, Receptors, Antigen, T-Cell, Receptors, Chimeric Antigen","Annals of oncology : official journal of the European Society for Medical Oncology, Scientific reports",2022-2024,Europe,1,27.3,65.9,25.6,44.2,65.9,67.8,46.0,Tier 3,False,False
811,xiang_x,Xue Xiang,"Department of Hematology, Lanzhou University Second Hospital, Lanzhou 730000, Gansu Province, China.",China,2,2,1,0.5,0,0,0.014893387617528482,"Prognosis, Immunoglobulin Light Chains, Recurrence, Retrospective Studies, Machine Learning, Neoplastic Stem Cells","Zhongguo shi yan xue ye xue za zhi, Computer methods and programs in biomedicine",2021-2026,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,6.4,46.0,Tier 3,False,False
812,guo_s,Sha Guo,"Center of Hematology, the First Affiliated Hospital of Xinjiang Medical University, Xinjiang Uygur Autonomous, Xinjing, People's Republic of China.",China,3,0,3,1.0,0,0,0.021486892521814734,"CD4-Positive T-Lymphocytes, Galectins, Hepatitis A Virus Cellular Receptor 2, Leukocytes, Mononuclear, Receptors, Chimeric Antigen, Immunotherapy, Adoptive","Hematology (Amsterdam, Netherlands), Cancer gene therapy, Zhongguo shi yan xue ye xue za zhi",2024-2024,Asia-Pacific,0,64.2,26.0,78.7,44.2,26.0,14.1,45.9,Tier 3,True,False
813,teng_m,Mingxing Teng,"Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, Massachusetts 02215, United States.",USA,2,1,1,0.5,0,0,0.07438249136926882,"Binding Sites, Casein Kinase Ialpha, Cell Line, Tumor, Cell Proliferation, Cyclic Nucleotide Phosphodiesterases, Type 6, Immunotherapy","Journal of medicinal chemistry, Cancer research",2022-2026,North America,1,27.3,65.9,25.6,44.2,65.9,67.0,45.9,Tier 3,False,False
814,dhodapkar_m,Madhav V Dhodapkar,"Emory University, Atlanta, Georgia.",Unknown,2,0,1,0.5,2,0,0.1200322950469726,"Transcriptome, CD8-Positive T-Lymphocytes, Pilot Projects, Single-Cell Gene Expression Analysis, Tumor Microenvironment, Follow-Up Studies","Cancer research communications, Clinical lymphoma, myeloma & leukemia",2022-2026,Unknown,0,27.3,26.0,25.6,95.2,26.0,84.0,45.9,Tier 3,False,False
815,ma_l,Le Ma,"Department of Hematology, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",China,5,0,1,0.2,0,0,0.04469207165198541,"Antineoplastic Agents, Biomarkers, Pharmacological, Bortezomib, Dexamethasone, Drug Monitoring, Gene Expression Profiling","Frontiers in genetics, Annals of clinical and laboratory science, Zhongguo shi yan xue ye xue za zhi",2021-2025,Asia-Pacific,0,85.1,26.0,25.6,44.2,26.0,41.6,45.9,Tier 3,False,False
816,wang_t,Tianyao Wang,"Department of Nuclear Medicine, Peking University First Hospital, No. 8 Xishiku Str., Xicheng Dist, Beijing, 100034, China.",China,2,1,2,1.0,0,0,0.026788551424308176,"Animals, ADP-ribosyl Cyclase 1, Mice, Positron-Emission Tomography, Cell Line, Tumor, Gallium Radioisotopes","European journal of nuclear medicine and molecular imaging, EJHaem",2025-2025,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,20.9,45.8,Tier 3,False,False
817,zhao_c,Chunxia Zhao,"School of Nursing, Nanchang University, Nanchang, China.",China,3,0,2,0.667,0,0,0.050983271032622915,"Monocytes, Prognosis, Immunophenotyping, Bone Marrow, Flow Cytometry, ADP-ribosyl Cyclase 1","Frontiers in oncology, Zhongguo shi yan xue ye xue za zhi, Proceedings of the National Academy of Sciences of the United States of America",2022-2024,Asia-Pacific,0,64.2,26.0,55.1,44.2,26.0,48.4,45.8,Tier 3,False,False
818,khan_s,Sahar Khan,"Department of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada. Electronic address: Sahar.khan@wrh.on.ca.",Canada,2,1,1,0.5,0,0,0.07238655955367704,"Autografts, Salvage Therapy, Retrospective Studies, Neoplasm Recurrence, Local, Transplantation, Autologous, Hematopoietic Stem Cell Transplantation","Clinical lymphoma, myeloma & leukemia, Ecancermedicalscience",2023-2025,North America,1,27.3,65.9,25.6,44.2,65.9,65.7,45.8,Tier 3,False,False
819,yang_r,Ruoyu Yang,"Department of Hematology, The Second Affiliated Hospital of Xi'an JiaoTong University, Xi'an, Shaanxi, China.",China,3,0,3,1.0,0,0,0.020867361595413934,"Retinoblastoma Binding Proteins, Animals, Retinoblastoma Protein, Mutation, Ubiquitin-Protein Ligases, Hematopoietic Stem Cell Transplantation","Frontiers in immunology, Transplantation and cellular therapy, Computer methods and programs in biomedicine",2024-2026,Asia-Pacific,0,64.2,26.0,78.7,44.2,26.0,13.4,45.8,Tier 3,True,False
820,an_y,Yang An,"School of Medical Information and Artificial Intelligence, Shandong First Medical University, Jinan, 250117, China; University of Technology Sydney, Sydney, NSW, 2007, Australia. Electronic address: Yang.An@alumni.uts.edu.au.",Australia,2,1,2,1.0,0,0,0.02673020589163685,"Machine Learning, Prognosis, Neoplastic Stem Cells, Side-Population Cells, Gene Expression Profiling, Algorithms","Computer methods and programs in biomedicine, Frontiers in immunology",2026-2026,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,20.7,45.7,Tier 3,False,False
821,gu_m,Mingyuan Gu,"Department of Research and Development, Hrain Biotechnology Co., Ltd., 9th Floor, Building 1, 1238 Zhangjiang Road, Pudong New District, Shanghai, China.",China,3,0,2,0.667,0,0,0.05025598323498885,"Antigens, CD19, B-Cell Maturation Antigen, Immunotherapy, Adoptive, Leukocytes, Mononuclear, Lymphoma, Monocytes","Journal of translational medicine, Translational cancer research, Blood and lymphatic cancer : targets and therapy",2022-2025,Asia-Pacific,0,64.2,26.0,55.1,44.2,26.0,47.7,45.7,Tier 3,False,False
822,bolli_n,Niccolò Bolli,"Department of Oncology and Hemato-Oncology, University of Milan, 20122 Milan, Italy.",Italy,3,0,1,0.333,0,0,0.1800053796721192,"Immunoglobulin Heavy Chains, V(D)J Recombination, Gene Rearrangement, Sequence Analysis, RNA, Neoplasm, Residual, Clinical Trials as Topic","International journal of molecular sciences, medRxiv : the preprint server for health sciences, Clinical lymphoma, myeloma & leukemia",2022-2026,Europe,0,64.2,26.0,25.6,44.2,26.0,92.0,45.7,Tier 3,False,False
823,xu_n,Ning Xu,"Institute for Myeloma and Bone Cancer Research, West Hollywood, CA, United States.",USA,3,0,2,0.667,0,0,0.04855515083317926,"Bone Marrow, T-Lymphocytes, T Lineage-Specific Activation Antigen 1, Receptors, Immunologic, Lymphocyte Activation, Antigens, Differentiation, T-Lymphocyte","Clinical infection in practice, Experimental hematology, Clinical cancer research : an official journal of the American Association for Cancer Research",2023-2026,North America,0,64.2,26.0,55.1,44.2,26.0,46.5,45.6,Tier 3,False,False
824,xue_l,Lianguo Xue,"Department of Hematology, The First People's Hospital of Lianyungang, No. 182 Tongguan North Road, Haizhou District, Lianyungang City, 222002, Jiangsu Province, China.",China,2,2,1,0.5,0,0,0.010476091240718636,"Adaptor Proteins, Vesicular Transport, Apoptosis, Autophagy-Related Proteins, Cell Proliferation, Down-Regulation, Gene Expression Regulation, Neoplastic","Journal of orthopaedic surgery and research, Frontiers in pharmacology",2021-2025,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,2.7,45.6,Tier 3,False,False
825,liu_r,Rui Liu,"Department of Hematology, The Second Affiliated Hospital of Xi'an JiaoTong University, Xi'an, Shaanxi, China.",China,3,0,3,1.0,0,0,0.01941373949579336,"Animals, Retinoblastoma Binding Proteins, Retinoblastoma Protein, Mutation, Ubiquitin-Protein Ligases, Ferroptosis","Frontiers in immunology, Cellular oncology (Dordrecht, Netherlands)",2024-2025,Asia-Pacific,0,64.2,26.0,78.7,44.2,26.0,11.3,45.6,Tier 3,True,False
826,ankathil_r,Ravindran Ankathil,"Human Genome Centre, School of Medical Sciences, Universiti Sains Malaysia, Health Campus, Kubang Kerian, Kelantan, Malaysia.",Unknown,2,2,1,0.5,0,0,0.010385756676557863,"Prognosis, Chromosome Aberrations","International journal of hematology-oncology and stem cell research, The Malaysian journal of pathology",2021-2024,Unknown,2,27.3,86.2,25.6,44.2,86.2,2.3,45.6,Tier 3,False,False
827,jiang_b,Bowen Jiang,"The Fourth Department of Hematology, The Second Affiliated Hospital of Qiqihar Medical University, No. 64 Zhonghua West Road, Jianhua District, Qiqihar, 161000, China.",China,2,1,2,1.0,0,0,0.02535559467764419,"Biomarkers, Tumor, Ubiquitin-Protein Ligases, Prognosis, Cell Line, Tumor, Gene Expression Regulation, Neoplastic, Protein Interaction Maps","Hereditas, Frontiers in oncology",2025-2025,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,19.3,45.6,Tier 3,False,False
828,juan_l,Li Juan,"The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",China,2,2,1,0.5,0,0,0.00890207715133531,"Hand-Foot Syndrome, Pyridoxine, Quality of Life, Prospective Studies, Doxorubicin, Polyethylene Glycols","Integrative cancer therapies, BMC cancer",2022-2025,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,1.4,45.5,Tier 3,False,False
829,miller_j,Jordan Miller,"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, 450 West Drive, Chapel Hill, NC 27599, USA. Electronic address: jordan.miller@unchealth.unc.edu.",Jordan,2,0,2,1.0,1,0,0.047314612416522184,"Geriatric Assessment, Feasibility Studies, Neoplasms, Medical Oncology, Mental Health, Reproducibility of Results","Journal of geriatric oncology, The Journal of molecular diagnostics : JMD",2024-2024,Middle East / GCC,0,27.3,26.0,55.1,91.0,26.0,44.2,45.5,Tier 3,False,False
830,snowden_j,J A Snowden,"Department of Haematology, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK.",Unknown,2,1,1,0.5,0,0,0.06702239343460706,"Accreditation, Bone Marrow, Hematology, Immunotherapy, Adoptive, Receptors, Antigen, T-Cell, Receptors, Chimeric Antigen","Annals of oncology : official journal of the European Society for Medical Oncology, EJHaem",2022-2024,Unknown,1,27.3,65.9,25.6,44.2,65.9,62.6,45.5,Tier 3,False,False
831,muniz_m,Monique Pereira Rêgo Muniz,"Nephrology Division, University Hospital of the Federal University of Maranhão, São Luís, Brazil.",Brazil,2,2,1,0.5,0,0,0.00890207715133531,"Immunoglobulin Light Chains, Kidney","Kidney360, Hematology, transfusion and cell therapy",2021-2026,Latin America,2,27.3,86.2,25.6,44.2,86.2,1.4,45.5,Tier 3,False,False
832,xiaozhe_l,Li Xiaozhe,"The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",China,2,2,1,0.5,0,0,0.00890207715133531,"Hand-Foot Syndrome, Pyridoxine, Quality of Life, Prospective Studies, Doxorubicin, Polyethylene Glycols","Integrative cancer therapies, BMC cancer",2022-2025,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,1.4,45.5,Tier 3,False,False
833,ovejero_s,Sara Ovejero,"Department of Biological Hematology, CHU Montpellier, Montpellier, France.",France,2,2,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,2,27.3,86.2,6.4,44.2,86.2,30.6,45.5,Tier 3,False,False
834,guan_y,Yanchun Guan,"Department of Rheumatology, The First Affiliated Hospital of Dalian Medical University, Dalian, China.",China,2,2,1,0.5,0,0,0.007519931186636855,"Antineoplastic Agents, Biomarkers, Pharmacological, Bortezomib, Dexamethasone, Drug Monitoring, Gene Expression Profiling","Annals of clinical and laboratory science, Frontiers in nutrition",2021-2025,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,0.9,45.4,Tier 3,False,False
835,meregalli_c,Cristina Meregalli,"Experimental Neurology Unit and Milan Center for Neuroscience, School of Medicine and Surgery, University of Milano-Bicocca, Monza, Italy.",Italy,2,1,1,0.5,0,0,0.06492186130593307,,"Frontiers in pharmacology, British journal of pharmacology",2021-2026,Europe,1,27.3,65.9,25.6,44.2,65.9,61.3,45.4,Tier 3,False,False
836,costello_c,Caitlin L Costello,"University of California San Diego, La Jolla, CA.",USA,2,0,1,0.5,2,0,0.1006988513254792,"Influenza, Human, Prospective Studies, Hospitalization, Vaccination","Clinical lymphoma, myeloma & leukemia, Biomedicines",2023-2024,North America,0,27.3,26.0,25.6,95.2,26.0,78.8,45.4,Tier 3,False,False
837,mo_x,Xiaodong Mo,"Peking University Institute of Hematology, Peking University People's Hospital, Beijing, 100044, People's Republic of China.",China,2,1,2,1.0,0,0,0.0239348235739534,,"Journal of thrombosis and thrombolysis, Frontiers in oncology",2026-2026,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,17.4,45.4,Tier 3,False,False
838,tiedemann_r,Rodger E Tiedemann,"Department of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.",Canada,2,1,0,0.0,0,0,0.15962315432484217,"Autografts, Salvage Therapy, Retrospective Studies, Neoplasm Recurrence, Local, Transplantation, Autologous, Hematopoietic Stem Cell Transplantation","Journal of medicinal chemistry, Clinical lymphoma, myeloma & leukemia",2022-2023,North America,1,27.3,65.9,6.4,44.2,65.9,89.9,45.4,Tier 3,False,False
839,shin_s,So Ra Shin,"Department of Biohealth Regulatory Science, Graduate School, Ajou University, Suwon 16499, Republic of Korea.",South Korea,2,2,1,0.5,0,0,0.007511432774546422,,"Taehan Yongsang Uihakhoe chi, Pharmaceuticals (Basel, Switzerland)",2022-2026,Asia-Pacific,2,27.3,86.2,25.6,44.2,86.2,0.8,45.4,Tier 3,False,False
840,eom_h,Hyeon-Seok Eom,"Department of Hematology-Oncology, Center for Hematologic Malignancy, National Cancer Center, Goyang, Korea.",South Korea,2,1,2,1.0,0,0,0.02417640350316828,"Republic of Korea, Neoplasms, Second Primary, Incidence, Young Adult",Cancer research and treatment,2024-2026,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,17.6,45.4,Tier 3,False,False
841,sharma_r,Rintu Sharma,"Department of Clinical Haematology and Stem Cell Transplantation, Dayanand Medical College and Hospital, Ludhiana, Punjab 141001 India.",India,2,1,2,1.0,0,0,0.02307954079856377,,"Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion, Cureus",2025-2025,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,16.4,45.3,Tier 3,False,False
842,yang_n,Nianhui Yang,"The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",China,2,1,2,1.0,0,0,0.023756135960965492,"Retrospective Studies, Antibodies, Monoclonal, Bone Diseases, Incidence","Cell death discovery, BMC cancer",2024-2025,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,16.8,45.3,Tier 3,False,False
843,patel_s,Sharmila Patel,"Janssen Scientific Affairs, LLC, Horsham, PA, USA.",USA,3,0,2,0.667,0,0,0.04617292820445199,"Black People, Bortezomib, Dexamethasone, Hematologic Neoplasms, Lenalidomide, Antibodies, Monoclonal","Future oncology (London, England), Cureus, Journal of bone oncology",2022-2025,North America,0,64.2,26.0,55.1,44.2,26.0,43.3,45.3,Tier 3,False,False
844,sborov_d,Douglas Sborov,"Division of Hematology and Hematological Malignancies, Huntsman Cancer Institute, University of Utah, Salt Lake City, UT, USA.",USA,2,1,1,0.5,0,0,0.06459639546556066,"Prognosis, ADP-ribosyl Cyclase 1, Neoplasms, Plasma Cell","Blood cancer journal, European journal of haematology",2022-2026,North America,1,27.3,65.9,25.6,44.2,65.9,60.8,45.3,Tier 3,False,False
845,choi_s,Suk Jin Choi,"Department of Pathology, Inha University Hospital, 27, Inhang-ro, Jung-gu, Incheon, 22332, Republic of Korea. 204058@inha.ac.kr.",South Korea,2,1,2,1.0,0,0,0.022348368253883467,"Immunohistochemistry, Sepharose, Biopsy, Fine-Needle, Lymphoma, Large B-Cell, Diffuse, Lenalidomide, Models, Biological","Journal of hematopathology, Drug design, development and therapy",2024-2026,Asia-Pacific,1,27.3,65.9,55.1,44.2,65.9,15.3,45.2,Tier 3,False,False
846,fang_b,Baijun Fang,"Department of Hematology, Affiliated Cancer Hospital of Zhengzhou University, Zhengzhou, China.",China,2,1,1,0.5,0,0,0.06122885753983527,"Antineoplastic Agents, Glutathione, Peripheral Nervous System Diseases, Retrospective Studies, Vitamin B 12, Dexamethasone","Annals of palliative medicine, Annals of hematology",2021-2024,Asia-Pacific,1,27.3,65.9,25.6,44.2,65.9,59.2,45.2,Tier 3,False,False
